Home > Text Tools >Compleat Lister Input > Output
--------------------------------------------------------------------------------

C:\Documents and Settings\Sapi\Desktop\testi_serafini.TXT
932748 bytes
sovraponesto _1
sovrastrutura _1
spa _4
spa£e _9
spà£e _14
spacà _1
spacadùra _2
spacarse _1
spaciadòr _1
spaciadori _1
spaciator _1
spaciatori _1
spaco _1
spada _1
spadaccini _1
spade _1
spae _2
spagheti _1
spaghiti _6
spagna _7
spàgna _1
spagno£a _2
spagno£i _5
spagno£o _10
spagnol _8
spagnòl _1
spago _1
spàgo _1
spande _1
spanevello _1
spara _2
sparà _1
sparàde _1
sparagna _5
sparàgna _2
sparagnadori _2
sparagnadòri _1
sparagnar _2
sparagnàr _3
sparagnàrghe _1
sparàgnava _2
sparagnavimo _1
sparagni _9
sparàgni _4
sparagno _5
sparàgno _4
sparansa _2
sparanse _3
sparar _1
sparava _1
sparemo _2
sparèmo _1
sparìa _1
sparìi _1
sparìo _1
sparir _3
sparìr _10
sparise _2
sparìse _1
sparta _1
spàrta _1
spartanamente _1
spartiaque _2
spartìì _1
spartìo _1
spartìr _4
spartirse _1
sparù _2
spasi _4
spasiàl _1
spasiàlònego _1
spasio _5
spàsio _4
spaurando _1
spauràr _3
spauràsi _2
spauraso _2
spauràso _3
spaure _2
spaventàr _2
spavento _2
spaventoxi _1
spe£àr _5
special _1
speciàl _3
specialmente _1
specieto _2
spècio _1
specu£adòr _1
specu£adòri _1
specu£àr _1
specu£asiòn _3
spedìmo _1
spedisiòn _1
spell _1
spelling _1
spenàr _1
spendar _4
spèndar _1
spendarisimo _1
spende _5
spendere _1
spendeva _1
spendevo _1
spendi _2
spendì _2
sperando _1
speransa _3
speranse _3
sperar _2
speràr _1
sperava _1
sperimento _1
spermateghe _1
spero _5
spèro _5
spesà _1
spese _2
spesia£isti _1
spesial _4
spesiàl _5
spesialmente _3
spesie _1
spesifega _1
spesìfega _1
spesìfego _3
speso _4
spesòr _1
spesoradrisi _1
speta _6
spèta _2
spetaco£i _3
spetaco£o _1
spetàco£o _1
spetando _1
spetar _3
spetàr _11
spetarse _1
spetase _1
spetatòr _1
spetava _2
spetè _1
spetemo _3
spetémo _1
speto _3
spexa _6
spexà _1
spèxa _2
spexe _13
spéxe _4
spèxe _2
spezzo _1
spìa _1
spianà _11
spiàna _1
spianàr _2
spiàr _1
spiàre _1
spicata _1
spìco _1
spie _1
spìe _5
spiega _9
spiega' _2
spiegà _11
spiegàr _4
spiegarave _1
spiegarghe _3
spiegarìa _1
spiegarme _2
spiegarte _1
spiegase _3
spiegasion _3
spiegasiòn _3
spieghe _4
spiegheme _3
spieghemose _1
spiego _30
spiégo _3
spiègo _1
spinoza _1
spinòza _1
spinta _1
spinte _7
spionajo _4
spionciarà _1
spirito _8
spìrito _14
spiritua£ità _2
spiritualmente _1
spìsa _1
spo£iasiòn _2
sponsor _2
spònsor _1
sponsorixa _1
sponsorixà _3
sponsorìxa _1
sponsorixàr _3
sponsorixasiòn _1
sporca _1
sporcaria _1
sporcarìe _2
sporco _4
sporkè _1
sporki _4
sport _9
sporta _1
sporte£i _1
sporte£o _2
sportìva _1
sportive _2
sposi _1
sposta _2
sposta' _1
spostà _1
spostarse _1
spot _3
spotàcia _1
spòxe _1
spoxete _3
sprài _1
sprejudica' _2
spremesto _1
sproporsionà _1
spropoxità _1
sprusà _3
spuarghe _3
spuma _3
spumante _3
spunto _3
spuorki _1
spurgarse _2
spùsa _1
sputana _2
sputàna _1
sputanarne _1
spùtàne _1
squadra _2
squadristi _1
squotters _1
sradega _1
sradegà _1
sri _1
srl _3
srufianà _1
ss _2
sta _602
sta' _6
stà _213
sta£a _2
sta£e _1
sta£in _10
stà£in _1
sta£ìnconseto _1
sta£iniana _1
sta£iniani _1
sta£inismo _1
stabi£e _1
stabi£imenti _1
stabi£imento _8
stabi£iminti _1
stabi£io _1
stabi£ise _1
stabi£ità _2
stadi _2
stàga _3
stagna' _2
stagnà _2
stagne _1
stai _2
stajòn _1
stajona _1
stajonà _5
stàlìn _1
st'altra _1
staltre _1
st'altre _2
staltri _4
st'altri _10
st'altro _4
stamatina _1
stamina£i _2
stan _1
stand _1
standard _3
standardixàr _1
standardixasiòn _1
stando _1
standoghe _1
st'ano _6
stanpa _20
stanpà _3
stànpa _1
stanpando _1
stanpar _2
stanpàr _24
stanpàrà _1
stanparla _2
stanpava _3
stanpe _1
stanpè _2
stanperìa _1
stanpi _1
stànpo _1
stansa _5
stànsa _1
stanse _4
stanseta _1
stansià _1
star _12
stàr _16
stasera _1
stasion _1
stasiòn _3
stata _2
stata£e _4
stata£i _22
statà£i _12
stata£i+agricoltura _1
stata£ike _1
stata£ismi _1
stata£ismo _1
stata£ista _1
stata£isti _1
stata£ixasiòn _1
statai _3
statàl _10
stàtàl _1
statere£i _1
stati _35
stàti _55
statista _1
statistega _2
statisteghe _3
statistica _1
stato _148
stàto _148
statrere£i _1
statuete _1
status _3
statùs _1
stàtus _2
statuti _2
statuto _6
statùto _1
stava _2
stàvo _1
stavolta _3
staxi _2
stazioni _2
ste _201
stè _4
ste£a _2
ste£e _2
ste£o _2
stefania _4
stema _1
stemo _11
stenti _2
stereotipi _6
stereòtipi _2
stereotipo _2
stèri£e _1
stèri£i _2
sterminà _1
sterminadòri _1
sterminando£i _1
sterminàr _1
sterminio _2
stero _8
steroeuropallet _1
stesa _55
stese _10
stése _1
stesi _25
stèsi _1
steso _13
stesse _1
stesso _1
sti _237
stì _1
stiamo _1
stima _6
stimai _1
stimana _12
stimane _3
stimarse _1
stìmo _2
stimo£a _1
stimo£anti _1
stimo£àr _3
stimo£arla _1
stìmo£i _1
stìmo£o _1
stimolàr _3
stinasiona£ismi _2
st'inverno _2
stipendi _10
stipendià _10
stipendio _27
st'istà _1
stivàl _1
sto _326
stò _8
stock _1
stolda' _3
stoldà _3
stomego _3
stop _4
stordise _1
storega _10
stòrega _5
storegamente _3
storeghe _6
stòreghe _3
storeghi _3
stòreghi _9
storego _3
stòrego _6
storgamente _3
storia _156
stòria _90
storicamente _1
storie _12
stòrie _7
storieta _10
storiete _3
storiografìa _1
storpià _1
storto _1
storxe _1
strabastava _1
stracà _1
stracavo _1
straciavandosene _2
straco _3
stràco _3
straconse _1
stracota _1
strada _36
stràda _3
strada£i _3
stradàl _4
strade _14
straforar _2
strage _1
stragoadagna _1
stragoadagnàr _1
stragràn _1
stragrande _1
straincrementà _1
straje _6
stràje _2
straji _6
stràji _6
strajismo _2
strajista _4
stran _2
stràn _5
strana _5
stràna _1
stranamente _3
strane _1
stràne _2
stranese _1
stràni _1
straniere _3
stranieri _4
straniero _3
stràno _1
straolto _1
straordinari _5
straordinaria _2
straordinària _1
straordinario _1
straordinàrio _1
strapagà _1
strapaghemo _1
strapaso _1
strapiantà _1
strapopo£à _1
straproà _1
strasa _3
stràsa _1
stràsà _1
stràsaa _1
strasari _1
strasburgo _1
strase _2
strasina _1
strasinar _2
strasinè _1
strastipendià _1
strateja _1
stratejia _1
stratejìa _4
stratejìe _2
strati _1
stratute£a _2
stravia' _2
street _1
strègoa _1
stregonerìa _2
stregua _1
streit _1
strenxar _2
strènxar _2
strènxàr _1
strenxare _1
strenxendo _3
strènxestii _2
strepitoxo _1
streta _1
stretament _1
stretamente _2
strete _2
streto _2
strìe _1
strìke _1
strinpe£ava _1
strise _1
stronsà _1
stronsade _11
stronsàde _2
stronse _1
stronseti _2
stronsi _4
stronso _1
stròpo£o _1
strosin _2
strosinajo _1
strosinar _1
struca _10
strucàr _3
strùcàr _1
strucare _1
strucava _1
strumenta£ixa _3
strumenta£ixa' _2
strumenta£ixà _3
strumenta£ixàr _5
strumenta£ixasion _1
strumenta£ixè _1
strumental _1
strumentàl _1
strumenti _8
strumento _11
strutura _11
struturà _2
strutùra _3
strutura£isti _1
struture _9
strutùre _1
struturi _1
stte _1
stud _1
studente _4
studenti _1
studi _14
stùdi _6
studia _10
studia' _2
studià _18
stùdia _3
studiando _3
studiar _1
studiàr _22
studiàrli _1
studiarlo _2
studiarse _1
studiarte _2
studiate _2
studiava _5
studiavo _1
studie _1
studiè _5
studiemo _1
studio _8
stùdio _6
studioxi _1
studioxo _1
st'ultimo _1
stupide _1
stupidi _3
stùpidi _5
stupido _2
stupidoti _2
stupidoto _1
stuprà _1
stupradori _1
stupràr _1
stuprarle _1
stupratòr _1
stupratori _4
stupri _1
su _58
sù _86
suà _1
sùa _1
suai _1
suarà _1
subdo£e _2
subio _1
subir _1
subise _5
subito _1
subject _2
subliminàl _1
subordinasiòn _1
sucede _1
sucesa _1
suceso _2
suco _1
sucursa£e _2
sucursa£i _3
sucursà£i _1
sud _62
sudati _1
sùditi _2
sue _2
sueellen _1
suèmo _1
suez _1
sufisente _1
sufisiente _2
sufiso _1
sugamàn _1
sui _1
suisida _2
suisidà _1
suisìdi _2
suisidio _4
suito _3
sùito _7
sujerìa _1
sujerìo _2
sujerise _1
suke _1
sul _1
sulla _1
sulle _2
sumer _1
sumera _1
sumèra _1
sumero _1
suniti _2
suo _4
suòn _1
suòr _6
supara _1
suparà _1
sùpara _1
suparàr _1
supararli _4
suparior _1
supariòr _2
supariore _2
supariori _10
super _4
superbo _1
superfise _1
superfisia£ità _1
supergulp _1
superstision _1
superstisiòn _5
superstisioxa _3
supertrafegà _1
suplikèmo _1
suplisi _1
supongo _1
suporta _13
suporta' _1
suportà _6
suportàr _1
suportava _1
suporter _4
suporto _7
suposte _1
surogà _4
susédar _1
susede _1
susiste _1
susistensa _1
sussidi _1
sutil _1
sutìl _5
sutilmente _3
suto _1
sutosensùre _1
sva£utà _1
sva£utàr _1
sva£utasiòn _2
svanise _1
svantajà _1
svedexe _1
svedexi _2
svegnèr _1
svegnesto _1
sveja _4
svejà _3
svejàr _2
svejarse _1
svejàrse _2
sveje _1
svèje _1
svejémose _1
sveji _1
svéji _1
svejo _2
svelti _1
svendar _1
svéndar _1
svendarà _2
svendare _1
svendesto _1
svendevi _2
svento£a _3
svento£ar _2
svento£àr _1
svento£arà _1
svento£ava _3
svento£i _1
svento£io _2
sventolà _2
sventolàr _7
sventolè _3
svesia _1
svèsia _4
svi£upa _3
svi£upà _6
svi£upar _4
svi£upàr _3
svi£uparse _1
svi£upi _1
svi£upo _5
sviàr _1
svilùpa _2
svilùpo _1
svinco£andose _1
svincolà _1
svìsara _5
svodà _2
svodàr _2
svode _2
svodé _1
svolse _2
svolta _3
svolte _1
svolto _1
sweden _1
swift _1
swindle _1
symbol _4
t _2
ta£ià _1
ta£iacàn _1
ta£iàn _16
ta£ìan _2
ta£ìàn _1
ta£iana _1
ta£iane _1
ta£iani _7
ta£iàntuta _1
tabaco _5
tabe£a _1
tabù _15
tàbu£a _1
taca _21
tacà _46
tàca _22
tacabanda _1
tacàgni _1
tacar _2
tacàr _7
tacara' _2
tacarà _4
tacaràà _1
tacarè _2
tacaria _1
tacarìa _7
tacarìsimo _1
tacase _2
tacava _4
tacàva _3
tàco _2
taconarghe _1
taconava _1
tacuìn _3
tag _3
tàg _1
'taian _2
taiàn _1
'taiana _1
taiwan _1
taja _1
tajà _5
tajàn _19
tajana _11
tajandone _1
tajani _6
tajanismi _1
tajano _5
tajàr _3
tajarli _1
tajemo _1
tàji _1
tajo _1
tàjo _4
takè _2
tàke _1
takemo _1
takémo _1
takèmo _1
taki _1
tal _3
tàl _2
talmud _2
tamixàr _2
tanco _1
taneghe _1
tanga _1
tangensia£i _1
tansi _1
tant _3
tànt _2
tanta _8
tànta _1
tante _43
tànte _3
tanti _76
tanto _92
tapeti _1
tapeto _6
tapo _1
tapum _30
taranto _2
tardegà _1
tardi _11
tàrdi _1
tardiga _2
tàrdo _1
targà _1
target _2
targhe _1
tarife _2
tarso _1
tarvisio _1
tarzan _1
tàsa _1
tasàr _3
tasasiòn _2
tasca _3
tase _27
tàse _32
tasede _1
tasi _5
tàsi _6
taso _4
tàso _4
tatega _1
tatica _1
tatker _1
tatnto _1
tavo£in _2
tavolìn _1
tàxar _4
taxe _2
tàxe _2
tàxer _2
tàxi _1
taxio _1
taxù _2
te _774
te£e _49
té£e _3
tè£e _5
te£ecom _1
te£ecronaca _1
te£efonare _1
te£efonava _1
te£efoneghe _2
te£efoni _4
te£efonista _1
te£efono _12
te£efòno _1
te£ejorna£e _1
te£ejorna£i _5
te£ejornà£i _2
te£ejornai _1
te£ejornàl _4
te£enove£a _2
te£escòpio _2
te£evision _2
te£evisiòn _1
te£evixion _1
te£evixiòn _27
te£evixìva _1
te£evixive _4
te£evixivi _1
te£evixìvo _1
te£ivixiòn _5
te£ivixivi _1
teatro _2
tecia _1
tecnega _10
tècnega _1
tecneghe _1
tècneghe _1
tecneghi _1
tecnego _4
tecnike _2
tècnike _1
tecnisi _1
tecno£ojia _4
tecno£ojìa _28
tecno£ojica _4
tecno£ojìca _1
tecno£ojicamnete _1
tecno£ojico _1
tecno£ojie _2
tecno£ojìe _7
tecno£ojike _6
tecno£ojisi _3
tecno£oxìe _1
tecnòfobo _1
tecnoi£ojìa _1
tecnolòjica _1
tecnolòjico _1
tecnosiensa _2
tedesca _2
tedesco _13
tedeske _1
tedeski _4
tegna _1
tegne _2
tegner _7
tegnèr _6
tegnerlo _1
tegnerne _1
tegnérne>a _1
tegnésti _1
tegneva _1
tegnì _2
tegnìr _1
tegno _1
tegnù _6
tekno£ojia _1
tema _6
temi _3
tenare _3
tenàsa _1
tendensa _5
tendense _1
tendensioxe _1
tendine _2
tenente _2
tenpi _4
tènpio _1
tenpli _2
tenpo _78
ténpo _1
tenpora£i _1
tenporal _1
tenporàl _5
tension _2
tensiòn _3
tenta _1
tentativi _1
tentativo _2
tenti _1
teo£iji _3
teo£ogi _3
teo£oji _11
teo£ojìa _1
teo£ojike _2
teocrati _1
teoreghi _2
teorema _9
teoremi _4
teoria _3
teorià _1
teorìa _2
teorie _3
teorìe _2
teorieserie _2
teorixar _1
teorixo _1
tera _89
tèra _13
terajo _1
teranova _1
terasa _2
tere _10
tère _5
teren _2
terèn _3
teribi£e _4
terìbi£e _1
teribi£i _1
terìbi£i _1
teritori _3
teritòri _1
teritoria£i _6
teritorial _1
teritoriàl _3
teritorio _43
teritòrio _6
terminà _2
terminàr _3
termine _11
tèrmine _11
termini _8
tèrmini _4
terminiamo _1
termino _4
termino£ojìa _1
termino£ojisi _1
termometro _1
teron _2
teròn _3
teronesca _1
teroni _8
teròni _1
teronia _4
teronìa _1
teronixà _1
teror _1
teròr _18
terorismo _49
terorìsmo _1
terorismocomunismo _2
terorista _5
teroristega _3
teroristeghe _1
teroristego _1
teroristi _5
terorixa _1
terorixà _8
terorixàr _14
terorixarla _1
terroni _1
terroristi _2
tersa _13
tersisti _3
terso _7
tèsi£i _1
testa _31
testamento _4
testaminti _1
testardo _1
teste _1
testi _3
testimone _3
testimoni _9
testimonià _1
testimoniansa _4
testimonianse _4
testimoniàr _1
testimonio _1
testo _4
tete _1
tevixiòn _2
texe _1
texi _3
tèxi _2
texoro _2
texòro _1
tfr _1
th _1
thanks _1
that _3
the _16
their _1
them _1
they _3
thiene _1
this _1
three _1
thursday _2
ti _74
tì _49
ti£evixivi _1
ti£io _1
ti£ivixion _2
ti£ivixiòn _18
ti£ivixiva _1
ti£ivixìve _1
ti£ivixìvi _1
ti£ivixivo _1
ti£ivixor _1
tiblisi _1
tidiski _1
tien _9
tièn _8
tifoxo _2
tìgne _11
tigni _2
tignì _1
tìgni _1
tignimo _8
tignìmo _2
tignindo _1
tignindose _2
tignir _9
tignìr _19
tignirli _8
tignirne _6
tignìrne _1
tignirse _3
tignirve _2
tignìse _1
tignìsto _1
tigniva _2
tignìva _2
tignìvimo _1
tignìvo _1
tignu' _2
tignù _13
tìgri _1
time _2
times _2
timisoara _3
tin _1
tinpi _33
tìnpi _2
tinpli _1
tintoretto _1
tipega _3
tìpega _2
tipeghi _1
tìpeghi _1
tìpego _3
tipi _2
tìpi _1
tìpisti _1
tipo _37
tìpo _24
tìr _1
tira _8
tirà _9
tìra _13
tirani _1
tiranide _1
tirar _10
tiràr _36
tirarà _1
tirarghe _2
tirarghine _1
tirava _1
tire' _4
tìre _1
tiremo _1
tiri _3
tìri _1
tiritera _1
tìro _2
tiro£exe _15
tiro£exi _1
tiro£ixi _36
tiro£ixie _1
tiro£ixifilo _1
tiro£o _16
tirò£o _1
tirol _9
tìrol _1
tiroléxe _1
tirolìxi _8
tiròn _1
tit£i _1
titàr _1
tito _2
tito£i _7
tìto£i _7
tito£o _9
tìto£o _2
titoconvinti _1
titu£i _1
tìtu£i _1
to _79
tò _3
to£a _11
tò£a _2
to£e _10
tò£e _7
to£e£i _1
to£era _1
to£eràbi£e _1
to£eransa _1
to£erante _1
to£eranti _1
to£erava _1
to£eva _3
to£evimo _1
to£ive _1
toa _3
tòa _3
toca _18
toca' _2
tocà _39
tòca _10
tocando _1
tocàr _3
tocarà _3
tocaria _2
tocarìa _1
tocarle _1
tocarli _1
tocarlo _1
tocate£o _3
tocava _2
tocàva _3
tocca _1
toco _16
tòco _4
todesca _1
todesco _1
todeski _2
toea _1
toendo _1
toga _2
tòga _1
together _1
togliatti _1
togo _4
tògo _1
tòj _1
toke _1
toké _1
tòke _1
tokemo _1
toketo _1
toki _12
tòki _2
tol _10
tolta _1
tolti _4
tolto _1
tomba _1
tóme _1
tonàda _2
tonàde _1
tònake _1
tonba _1
tondo _2
tone£ada _2
tonega _2
tònega _2
tòno _4
toponomastega _2
toponomàstega _1
tor _7
tór _2
tòr _1
torà _2
tóre _1
torìa _1
torìno _1
torli _1
tòrlo _1
torme _4
tormentàr _1
torna _6
tornando _1
tornar _2
tornàr _2
tornaremo _1
tornava _1
torne _1
tornè _2
tornemo _1
torni _1
torno _10
torrent _1
torse£a _1
torse£o _1
torta _1
torti _2
torto _3
tortura _3
torturà _3
torturàr _7
torture _4
tosato _2
toscàn _3
toscana _2
tòse _1
tòseghi _1
tota>e _1
totà£i _2
tota£ità _1
tota£ixante _1
tota£ixànte _1
tota£ixanti _1
totae _1
total _4
totàl _11
totalmente _5
tòtani _1
tote _1
toto _1
totò _1
tòto _2
totti _3
toxa _7
tòxa _1
toxata _1
toxatà _1
toxàta _2
toxate _4
toxàte _1
toxatea _1
toxati _4
toxàti _12
toxato _2
toxàto _8
toxe _6
tòxe _4
toxete _1
toxeti _3
toxéti _2
toxèti _1
toxi _7
tòxi _11
toxo _4
tòxo _2
tra _72
trà _5
tra£isi _4
traboketo _1
tracò£o _1
tradimenti _3
tradimento _4
tradiminti _6
tradio _2
tradìr _1
tradirà _1
tradise _3
tradìse _1
tradision _3
tradisiòn _18
tradisiona£i _10
tradisionà£i _4
tradisional _2
tradisionàl _1
traditor _2
traditòr _1
traditora _1
traditore _2
traditòre _1
traditori _5
traditòri _2
tradùr _3
tradusion _3
tradusiòn _8
tradutor _4
tradutòr _3
tradutori _1
tradùxame _1
traduxe _6
traduxemo _2
traduxesto _13
traduxevo _1
traduxo _3
tradùxo _1
tràe _1
trafegàr _1
trafeghi _2
trafego _6
tràfego _4
trajedia _2
trajèdia _1
trajèdie _1
tràjica _1
tràjico _1
traki£ità _1
tram _1
tramaciar _2
tramaciòn _1
tramandandoghe£a _1
tramandàr _1
trando _2
tranki£amente _1
tranpo£in _1
tranqui£amente _1
trans _1
transesual _2
transesuàl _1
transforma _2
transformà _2
transformar _1
transformàr _1
transnasiona£i _1
transomanistatranshumanism _1
transomeni _1
transomo _3
transportàr _1
tranxasion _1
tranxasiòn _4
tranxisiòn _1
tranxitàr _2
trapanava _1
trapo£a _2
tràpo£e _1
trar _3
tràr _8
trarli _1
trarlo _2
trarse _1
tràsa _1
trascrisiòn _1
trase _1
tràse _1
trasferii _1
trasferio _2
trasferìo _1
trasforma _2
trasformar _1
trasformàr _2
trasformarà _1
trasformasion _1
trasformasiòn _5
trasformativo _1
trasformatòr _1
trasformemo _1
trasgresiòn _2
trasgresive _1
trasgresìvi _2
trasgresivo _1
trasinàr _1
trasmetàr _1
trasmétar _2
trasmete _1
trasmetesti _1
trasmetesto _1
trasmetù _1
trasmisiòn _2
trasportadori _1
trasporti _4
trasporto _3
trata _28
trata' _2
tratà _13
tràta _18
tratamento _1
trataminti _1
tratando£o _1
tratar _5
tratàr _14
tratative _3
tratava _2
trati _1
tràti _1
trato _1
tràto _4
traumatego _1
traumatigamente _1
trava _1
travajo _1
travasando _1
travi _1
tràvi _2
tre _7
tré _1
trè _2
trè£a _1
treddici _1
tredisexima _1
tregua _1
tremante _1
tremejari _1
tremi£a _1
tremo _2
tremonti _1
tren _6
trend _5
treni _1
treno _1
trentena£i _1
treviso _1
trevixani _1
trevixo _6
tri _12
trì _8
tri£engoe _1
trìa _1
triango£asion _1
triango£asiòn _1
triango£o _1
tribuna£i _6
tribunà£i _2
tribunal _3
tribunàl _6
tribune _1
trico£òr _1
trico£ori _2
trieste _9
trimestra£i _2
trionfo _1
tripla _1
trista _9
trìsta _2
tristemente _1
tristesa _3
tristi _3
tristo _4
trìsto _1
triveneto _2
tròdi _1
tròdo _1
troncatrisi _1
tronco _3
tronki _10
tropi _1
tropicàl _1
troppi _1
trotsky _3
trovo _1
trufa _3
trufe _5
truketo _1
try _1
tsedong _2
tsetong _1
tsss _1
tu _4
tuareg _1
tube _5
tùbo _4
tuddi _1
tuit _1
tuito _2
tullio _1
tunixini _2
turbàr _1
turismo _11
turismo+esport _1
turisti _4
turki _15
turkìa _2
turno _6
tùrno _4
tut _1
tuta _179
tùta _26
tute _240
tùte _22
tute£a _7
tutè£a _1
tute£àr _3
tute£arse _1
tuti _494
tùti _89
tuto _334
tutò _2
tùto _88
tutora _1
tutta _1
tutti _8
tutto _5
tuzi _2
tùzi _1
